Species	TF_ID	Gene_ID_v0.4	Gene_ID	symbol
Triticum_aestivum	Traes_7DS_A1673EBA1.2	Traes_7DS_A1673EBA1	TraesCS7D01G216600	NA
Triticum_aestivum	Traes_7DS_A4CA05A36.1	Traes_7DS_A4CA05A36	TraesCS7D01G213500	NA
Triticum_aestivum	Traes_7DS_AB399594E.2	Traes_7DS_AB399594E	TraesCS7D01G248000	NA
Triticum_aestivum	Traes_7DS_B1FD1C84F.2	Traes_7DS_B1FD1C84F	TraesCS7D01G091500	NA
Triticum_aestivum	Traes_7DS_B671A4EAD.1	Traes_7DS_B671A4EAD	TraesCS7D01G244300	NA
Triticum_aestivum	Traes_7DS_B8013B22B.1	Traes_7DS_B8013B22B	TraesCS7D01G113100	NA
Triticum_aestivum	Traes_7DS_BA2B07F73.1	Traes_7DS_BA2B07F73	TraesCS2A01G062500LC	NA
Triticum_aestivum	Traes_7DS_BFFC94789.1	Traes_7DS_BFFC94789	TraesCS7D01G062100	NA
Triticum_aestivum	Traes_7DS_C6A3C10A6.1	Traes_7DS_C6A3C10A6	TraesCS7D01G171300	NA
Triticum_aestivum	Traes_7DS_E2A582546.1	Traes_7DS_E2A582546	TraesCS7D01G245200	NA
Triticum_aestivum	Traes_7DS_E5A18AAA4.1	Traes_7DS_E5A18AAA4	TraesCS7D01G209800	NA
Triticum_aestivum	Traes_7DS_E98DB84F1.1	Traes_7DS_E98DB84F1	TraesCS7D01G246000LC	NA
Triticum_aestivum	Traes_7DS_EB10DBA07.2	Traes_7DS_EB10DBA07	TraesCS7D01G166300LC	NA
Triticum_aestivum	Traes_7DS_FE8BC1125.1	Traes_7DS_FE8BC1125	TraesCS7D01G061300	NA
Triticum_aestivum	Traes_1AL_B14FE48AF.1	Traes_1AL_B14FE48AF	TraesCS1A01G334900	NA
Triticum_aestivum	Traes_1DL_92BCA55C0.2	Traes_1DL_92BCA55C0	TraesCS1D01G337400	NA
Triticum_aestivum	Traes_2AL_05ECC440C.2	Traes_2AL_05ECC440C	TraesCS2A01G491000	NA
Triticum_aestivum	Traes_2AL_89543BA1A.1	Traes_2AL_89543BA1A	TraesCS2A01G309300	NA
Triticum_aestivum	Traes_2AL_A7941CB12.2	Traes_2AL_A7941CB12	TraesCS2A01G547800	NA
Triticum_aestivum	Traes_2AL_C70217249.1	Traes_2AL_C70217249	TraesCS2A01G567300	NA
Triticum_aestivum	Traes_2BL_1AED96909.1	Traes_2BL_1AED96909	TraesCS2B01G326400	NA
Triticum_aestivum	Traes_2BL_A1A475B0F.1	Traes_2BL_A1A475B0F	TraesCS2B01G397300	NA
Triticum_aestivum	Traes_2BL_E322FD546.3	Traes_2BL_E322FD546	TraesCS2B01G519200	NA
Triticum_aestivum	Traes_2DL_8434C0251.2	Traes_2DL_8434C0251	TraesCS2D01G548900	NA
Triticum_aestivum	Traes_2DL_A86E54838.2	Traes_2DL_A86E54838	TraesCS2D01G307600	NA
Triticum_aestivum	Traes_2DL_FBE64209C.1	Traes_2DL_FBE64209C	TraesCS2D01G491200	NA
Triticum_aestivum	Traes_3AL_561A00448.1	Traes_3AL_561A00448	TraesCS3A01G246000	NA
Triticum_aestivum	Traes_3AL_A30A3C355.1	Traes_3AL_A30A3C355	TraesCS3A01G292400	NA
Triticum_aestivum	Traes_3AL_E34DF2F08.1	Traes_3AL_E34DF2F08	TraesCS3A01G442000	NA
Triticum_aestivum	Traes_3AS_9594B1341.2	Traes_3AS_9594B1341	TraesCS3A01G159200	NA
Triticum_aestivum	Traes_3DL_1FC3735D9.1	Traes_3DL_1FC3735D9	TraesCS3D01G442000	NA
Triticum_aestivum	Traes_3DL_5C378695E.1	Traes_3DL_5C378695E	TraesCS3D01G245400	NA
Triticum_aestivum	Traes_3DL_734F1498E.1	Traes_3DL_734F1498E	TraesCS3D01G292100	NA
Triticum_aestivum	Traes_3DL_BC7A7E056.1	Traes_3DL_BC7A7E056	TraesCS3D01G434700	NA
Triticum_aestivum	Traes_5AS_A86138871.1	Traes_5AS_A86138871	TraesCS5A01G038300	NA
Triticum_aestivum	Traes_5BS_3F6023CD6.1	Traes_5BS_3F6023CD6	TraesCS5B01G039800	NA
Triticum_aestivum	Traes_5DS_A71D29AE1.1	Traes_5DS_A71D29AE1	TraesCS5D01G045700	NA
Triticum_aestivum	Traes_6AS_10D92215D.2	Traes_6AS_10D92215D	TraesCS6A01G188500LC	NA
Triticum_aestivum	Traes_6AS_967D58FB4.1	Traes_6AS_967D58FB4	TraesCS6A01G113000	NA
Triticum_aestivum	Traes_6BS_444DFA94E.2	Traes_6BS_444DFA94E	TraesCS6B01G141300	NA
Triticum_aestivum	Traes_6BS_BD894AD26.1	Traes_6BS_BD894AD26	TraesCS6B01G167100	NA
Triticum_aestivum	Traes_6DL_52A25BEA4.1	Traes_6DL_52A25BEA4	TraesCS6D01G212700	NA
Triticum_aestivum	Traes_6DS_8BE5BE6AC.1	Traes_6DS_8BE5BE6AC	TraesCS6D01G102300	NA
Triticum_aestivum	Traes_6DS_F95C12EBB.1	Traes_6DS_F95C12EBB	TraesCS6D01G127600	NA
Triticum_aestivum	Traes_7AL_1415D04BF.1	Traes_7AL_1415D04BF	TraesCS7A01G461700	NA
Triticum_aestivum	Traes_7AL_F36D340F4.1	Traes_7AL_F36D340F4	TraesCS7A01G416400	NA
Triticum_aestivum	Traes_7AS_582E3076D.1	Traes_7AS_582E3076D	TraesCS7A01G252000	NA
Triticum_aestivum	Traes_7BL_66296695F.1	Traes_7BL_66296695F	TraesCS7B01G363100	NA
Triticum_aestivum	Traes_7BL_B680A7DE0.1	Traes_7BL_B680A7DE0	TraesCS7B01G316600	NA
Triticum_aestivum	Traes_7BS_3FD792335.1	Traes_7BS_3FD792335	TraesCS7B01G065800	NA
Triticum_aestivum	Traes_7BS_F44A273F8.2	Traes_7BS_F44A273F8	TraesCS7B01G138900	NA
Triticum_aestivum	Traes_7DL_343A252DC.1	Traes_7DL_343A252DC	TraesCS7D01G409700	NA
Triticum_aestivum	Traes_7DL_C89614A4D.1	Traes_7DL_C89614A4D	TraesCS7D01G449900	NA
Triticum_aestivum	Traes_7DS_1948388F8.2	Traes_7DS_1948388F8	TraesCS7D01G250100	NA
Triticum_aestivum	Traes_7DS_7375BED72.2	Traes_7DS_7375BED72	TraesCS7D01G161900	NA
Triticum_aestivum	Traes_1AL_29F610E15.1	Traes_1AL_29F610E15	TraesCS1A01G200500	NA
Triticum_aestivum	Traes_1AL_C340A8E74.2	Traes_1AL_C340A8E74	TraesCS1A01G302700	NA
Triticum_aestivum	Traes_1AS_02E068C7E.2	Traes_1AS_02E068C7E	TraesCS1A01G039100	NA
Triticum_aestivum	Traes_1BL_53C31B54B.1	Traes_1BL_53C31B54B	TraesCS1B01G392300	NA
Triticum_aestivum	Traes_1BL_60A56C455.1	Traes_1BL_60A56C455	TraesCS1B01G392200	NA
Triticum_aestivum	Traes_1BL_A8FC9D468.1	Traes_1BL_A8FC9D468	TraesCS1B01G312900	NA
Triticum_aestivum	Traes_1BL_B8B4C1FB6.1	Traes_1BL_B8B4C1FB6	TraesCS1B01G392200	NA
Triticum_aestivum	Traes_1BL_F14523046.1	Traes_1BL_F14523046	TraesCS1B01G392000	NA
Triticum_aestivum	Traes_1BS_03473DC22.2	Traes_1BS_03473DC22	TraesCS1B01G051600	NA
Triticum_aestivum	Traes_1DL_1806CFE5F.1	Traes_1DL_1806CFE5F	TraesCS1D01G302100	NA
Triticum_aestivum	Traes_1DL_1806CFE5F1.1	Traes_1DL_1806CFE5F1	TraesCS1D01G302100	NA
Triticum_aestivum	Traes_1DS_D4E92DDD4.1	Traes_1DS_D4E92DDD4	TraesCS1D01G040700	NA
Triticum_aestivum	Traes_1DS_EFCC1617E.2	Traes_1DS_EFCC1617E	TraesCS1D01G078200	NA
Triticum_aestivum	Traes_2AL_25382F498.2	Traes_2AL_25382F498	TraesCS2A01G460700	NA
Triticum_aestivum	Traes_2AL_41E2E66D9.1	Traes_2AL_41E2E66D9	TraesCS2A01G394700	NA
Triticum_aestivum	Traes_2AL_B518C11E4.1	Traes_2AL_B518C11E4	TraesCS2A01G554300	NA
Triticum_aestivum	Traes_2AS_70A738C1B.2	Traes_2AS_70A738C1B	TraesCS2A01G200900	NA
Triticum_aestivum	Traes_2AS_7A127A218.1	Traes_2AS_7A127A218	TraesCS2A01G153200	NA
Triticum_aestivum	Traes_2AS_C4FD8E351.2	Traes_2AS_C4FD8E351	TraesCS2A01G204300	NA
Triticum_aestivum	Traes_2AS_F4CEC9849.2	Traes_2AS_F4CEC9849	TraesCS2A01G105600	NA
Triticum_aestivum	Traes_2AS_FC3F1F39A.1	Traes_2AS_FC3F1F39A	TraesCS2A01G144100	NA
Triticum_aestivum	Traes_2BL_439C794F5.3	Traes_2BL_439C794F5	TraesCS2B01G412700	NA
Triticum_aestivum	Traes_2BL_5ECD53274.2	Traes_2BL_5ECD53274	TraesCS2B01G482400	NA
Triticum_aestivum	Traes_2BS_5B00A8C50.1	Traes_2BS_5B00A8C50	TraesCS2B01G122500	NA
Triticum_aestivum	Traes_2BS_667E8520D.2	Traes_2BS_667E8520D	TraesCS2B01G178300	NA
Triticum_aestivum	Traes_2BS_8AD8CD022.1	Traes_2BS_8AD8CD022	TraesCS4B01G424400LC	NA
Triticum_aestivum	Traes_2BS_A61094919.2	Traes_2BS_A61094919	TraesCS2B01G231800	NA
Triticum_aestivum	Traes_2BS_E29F278C4.1	Traes_2BS_E29F278C4	TraesCS2B01G168900	NA
Triticum_aestivum	Traes_2DL_2128A95BD.1	Traes_2DL_2128A95BD	TraesCS2D01G460900	NA
Triticum_aestivum	Traes_2DL_BB8506245.2	Traes_2DL_BB8506245	TraesCS2D01G281900	NA
Triticum_aestivum	Traes_2DS_3E4E3BEFC.2	Traes_2DS_3E4E3BEFC	TraesCS2D01G211600	NA
Triticum_aestivum	Traes_2DS_6584E8617.2	Traes_2DS_6584E8617	TraesCS2D01G148000	NA
Triticum_aestivum	Traes_2DS_896F9F33B.1	Traes_2DS_896F9F33B	TraesCS2D01G158500	NA
Triticum_aestivum	Traes_2DS_B1C947D2B.1	Traes_2DS_B1C947D2B	TraesCS2D01G105300	NA
Triticum_aestivum	Traes_3AL_1D19F288D.1	Traes_3AL_1D19F288D	TraesCS3A01G249100	NA
Triticum_aestivum	Traes_3AL_48A1E60D0.1	Traes_3AL_48A1E60D0	TraesCS3A01G285500	NA
Triticum_aestivum	Traes_3AL_C97D62D50.1	Traes_3AL_C97D62D50	TraesCS3A01G483200	NA
Triticum_aestivum	Traes_3AS_16C02FAE7.2	Traes_3AS_16C02FAE7	TraesCS3A01G157500	NA
Triticum_aestivum	Traes_3AS_2E5380A2A.1	Traes_3AS_2E5380A2A	TraesCS3A01G061500LC	NA
Triticum_aestivum	Traes_3AS_82DEC629B.1	Traes_3AS_82DEC629B	TraesCS3A01G054000	NA
Triticum_aestivum	Traes_3AS_D8AE0A149.1	Traes_3AS_D8AE0A149	TraesCS3A01G053900	NA
Triticum_aestivum	Traes_3AS_E0E90B815.2	Traes_3AS_E0E90B815	TraesCS3A01G310500	NA
Triticum_aestivum	Traes_3B_174B7D5D2.1	Traes_3B_174B7D5D2	TraesCS3B01G293000	NA
Triticum_aestivum	Traes_3B_2DFE8318A.1	Traes_3B_2DFE8318A	TraesCS3B01G530100	NA
Triticum_aestivum	Traes_3B_30A3E17C6.1	Traes_3B_30A3E17C6	TraesCS3B01G184200	NA
Triticum_aestivum	Traes_3DL_01DA17F63.1	Traes_3DL_01DA17F63	TraesCS3D01G478600	NA
Triticum_aestivum	Traes_3DL_2C29058E6.1	Traes_3DL_2C29058E6	TraesCS3D01G249100	NA
Triticum_aestivum	Traes_3DL_FA8CAF2B5.3	Traes_3DL_FA8CAF2B5	TraesCS3D01G285300	NA
Triticum_aestivum	Traes_3DS_CC9498D91.1	Traes_3DS_CC9498D91	TraesCS3D01G052300	NA
Triticum_aestivum	Traes_3DS_ECB844CBC.1	Traes_3DS_ECB844CBC	TraesCS3D01G165100	NA
Triticum_aestivum	Traes_4AL_0CCA685F3.1	Traes_4AL_0CCA685F3	TraesCS4A01G283000	NA
Triticum_aestivum	Traes_4AL_1D254E0E4.2	Traes_4AL_1D254E0E4	TraesCS4A01G426200	NA
Triticum_aestivum	Traes_4AL_286F71214.1	Traes_4AL_286F71214	TraesCS4A01G533400LC	NA
Triticum_aestivum	Traes_4AL_445A910EB.2	Traes_4AL_445A910EB	TraesCS4A01G472700	NA
Triticum_aestivum	Traes_4AL_4F2E6EF28.1	Traes_4AL_4F2E6EF28	TraesCS4A01G198300	NA
Triticum_aestivum	Traes_4AL_538993FFD.1	Traes_4AL_538993FFD	TraesCS4A01G241500	NA
Triticum_aestivum	Traes_4AL_D883FDB1D.1	Traes_4AL_D883FDB1D	TraesCS4A01G225600	NA
Triticum_aestivum	Traes_4AL_DC57F1ACA.1	Traes_4AL_DC57F1ACA	TraesCS4A01G242300	NA
Triticum_aestivum	Traes_4AL_ECC1C3641.2	Traes_4AL_ECC1C3641	TraesCS4A01G283000	NA
Triticum_aestivum	Traes_4AS_3698CBB71.1	Traes_4AS_3698CBB71	TraesCS4A01G053000	NA
Triticum_aestivum	Traes_4AS_A7507A8AF.2	Traes_4AS_A7507A8AF	TraesCS4A01G003900	NA
Triticum_aestivum	Traes_4AS_B523232F0.1	Traes_4AS_B523232F0	TraesCS4A01G055700	NA
Triticum_aestivum	Traes_4BL_1BE7F5B91.2	Traes_4BL_1BE7F5B91	TraesCS4B01G251500	NA
Triticum_aestivum	Traes_4BL_87A0339AD.2	Traes_4BL_87A0339AD	TraesCS4B01G301400	NA
Triticum_aestivum	Traes_4BL_D9784B20C1.1	Traes_4BL_D9784B20C1	TraesCS4B01G348500	NA
Triticum_aestivum	Traes_4BL_F6827247E.1	Traes_4BL_F6827247E	TraesCS4B01G325700	NA
Triticum_aestivum	Traes_4BS_5D04C29FF.2	Traes_4BS_5D04C29FF	TraesCS4B01G073200	NA
Triticum_aestivum	Traes_4BS_5FECB39FA.2	Traes_4BS_5FECB39FA	TraesCS4B01G117100	NA
Triticum_aestivum	Traes_4BS_9E4FBF387.1	Traes_4BS_9E4FBF387	TraesCS4B01G073400	NA
Triticum_aestivum	Traes_4BS_A021316A5.1	Traes_4BS_A021316A5	TraesCS4B01G089000LC	NA
Triticum_aestivum	Traes_4BS_E46925D04.1	Traes_4BS_E46925D04	TraesCS4B01G101400	NA
Triticum_aestivum	Traes_4DL_58F3F93CA.1	Traes_4DL_58F3F93CA	TraesCS4D01G299700	NA
Triticum_aestivum	Traes_4DL_59B1C9052.1	Traes_4DL_59B1C9052	TraesCS4D01G322500	NA
Triticum_aestivum	Traes_4DL_872A1302F.1	Traes_4DL_872A1302F	TraesCS4D01G322600	NA
Triticum_aestivum	Traes_4DL_A56CAE1AB.1	Traes_4DL_A56CAE1AB	TraesCS4D01G249200	NA
Triticum_aestivum	Traes_4DL_A83084AC1.1	Traes_4DL_A83084AC1	TraesCS4B01G348500	NA
Triticum_aestivum	Traes_4DL_AEF5AB905.2	Traes_4DL_AEF5AB905	TraesCS4D01G251500	NA
Triticum_aestivum	Traes_4DL_D0F3E9568.2	Traes_4DL_D0F3E9568	TraesCS4D01G348900	NA
Triticum_aestivum	Traes_4DS_12FDFA9F8.2	Traes_4DS_12FDFA9F8	TraesCS4D01G080400	NA
Triticum_aestivum	Traes_4DS_352C41430.2	Traes_4DS_352C41430	TraesCS4D01G098100	NA
Triticum_aestivum	Traes_4DS_E6210A614.1	Traes_4DS_E6210A614	TraesCS4D01G114900	NA
Triticum_aestivum	Traes_5AL_0A37969AE.2	Traes_5AL_0A37969AE	TraesCS5A01G363700	NA
Triticum_aestivum	Traes_5AL_9ACF2EAB6.2	Traes_5AL_9ACF2EAB6	TraesCS5A01G482700	NA
Triticum_aestivum	Traes_5AS_3D6AA43B5.1	Traes_5AS_3D6AA43B5	TraesCS5A01G065000	NA
Triticum_aestivum	Traes_5AS_B5962A71D.2	Traes_5AS_B5962A71D	TraesCS5A01G090100	NA
Triticum_aestivum	Traes_5BL_07CE92C7E.1	Traes_5BL_07CE92C7E	TraesCS4D01G249200	NA
Triticum_aestivum	Traes_5BL_80B490E25.1	Traes_5BL_80B490E25	TraesCS5B01G510500	NA
Triticum_aestivum	Traes_5BL_9BEB44AEE.2	Traes_5BL_9BEB44AEE	TraesCS5B01G495900	NA
Triticum_aestivum	Traes_5BL_B98E347A8.1	Traes_5BL_B98E347A8	TraesCS5B01G126200	NA
Triticum_aestivum	Traes_5BL_F17BA2960.1	Traes_5BL_F17BA2960	TraesCS5B01G297100	NA
Triticum_aestivum	Traes_5BS_03C103140.1	Traes_5BS_03C103140	TraesCS5B01G107700LC	NA
Triticum_aestivum	Traes_5BS_4AD5BD777.2	Traes_5BS_4AD5BD777	TraesCS5B01G095900	NA
Triticum_aestivum	Traes_5BS_580CC3E5F.2	Traes_5BS_580CC3E5F	TraesCS5B01G073800	NA
Triticum_aestivum	Traes_5BS_BE6397B54.2	Traes_5BS_BE6397B54	TraesCS5B01G109500LC	NA
Triticum_aestivum	Traes_5DL_CACDF70D6.1	Traes_5DL_CACDF70D6	TraesCS5D01G134700	NA
Triticum_aestivum	Traes_5DL_DC941F119.2	Traes_5DL_DC941F119	TraesCS5D01G496300	NA
Triticum_aestivum	Traes_5DL_F38B6F5C2.1	Traes_5DL_F38B6F5C2	TraesCS5D01G372900	NA
Triticum_aestivum	Traes_5DS_485F1D5FD.1	Traes_5DS_485F1D5FD	TraesCS5D01G078200	NA
Triticum_aestivum	Traes_5DS_675BEBC7B.2	Traes_5DS_675BEBC7B	TraesCS5D01G102200	NA
Triticum_aestivum	Traes_5DS_7E44031E8.1	Traes_5DS_7E44031E8	TraesCS5D01G076700	NA
Triticum_aestivum	Traes_5DS_8FE90C496.1	Traes_5DS_8FE90C496	TraesCS5D01G075900	NA
Triticum_aestivum	Traes_5DS_BF6C4095F.2	Traes_5DS_BF6C4095F	TraesCS5D01G076800	NA
Triticum_aestivum	Traes_5DS_F59D340A9.2	Traes_5DS_F59D340A9	TraesCS5D01G077900	NA
Triticum_aestivum	Traes_6AL_44AA5642C.1	Traes_6AL_44AA5642C	TraesCS6A01G259600	NA
Triticum_aestivum	Traes_6AL_6FF2ED257.1	Traes_6AL_6FF2ED257	TraesCS6A01G213000	NA
Triticum_aestivum	Traes_6AL_78DDE990E.2	Traes_6AL_78DDE990E	TraesCS6A01G213000	NA
Triticum_aestivum	Traes_6AS_39EE7AF68.3	Traes_6AS_39EE7AF68	TraesCS6A01G259300LC	NA
Triticum_aestivum	Traes_6BL_82D755454.1	Traes_6BL_82D755454	TraesCS6B01G440000	NA
Triticum_aestivum	Traes_6BS_9B9661BD3.1	Traes_6BS_9B9661BD3	TraesCS4B01G073600	NA
Triticum_aestivum	Traes_6DL_359607E93.1	Traes_6DL_359607E93	TraesCS6D01G240600	NA
Triticum_aestivum	Traes_7AL_C0DB55E98.2	Traes_7AL_C0DB55E98	TraesCS7A01G329600	NA
Triticum_aestivum	Traes_7AS_A4B5D1816.1	Traes_7AS_A4B5D1816	TraesCS7A01G062700	NA
Triticum_aestivum	Traes_7AS_B71C74E86.1	Traes_7AS_B71C74E86	TraesCS7A01G087900	NA
Triticum_aestivum	Traes_7BL_056959446.1	Traes_7BL_056959446	TraesCS7B01G294500	NA
Triticum_aestivum	Traes_7BL_6183FA9D4.1	Traes_7BL_6183FA9D4	TraesCS7B01G230100	NA
Triticum_aestivum	Traes_7BS_9D1E05CB7.1	Traes_7BS_9D1E05CB7	TraesCS7B01G085000	NA
Triticum_aestivum	Traes_7DS_A234A13E1.2	Traes_7DS_A234A13E1	TraesCS7D01G181300	NA
Triticum_aestivum	Traes_7DS_C57224E6E.1	Traes_7DS_C57224E6E	TraesCS7D01G057400	NA
Triticum_aestivum	Traes_1AS_90F3120F8.1	Traes_1AS_90F3120F8	TraesCS1A01G058400	NA
Triticum_aestivum	Traes_1BL_3EFA4A82D.1	Traes_1BL_3EFA4A82D	TraesCS1B01G639900LC	NA
Triticum_aestivum	Traes_1BS_E68807072.2	Traes_1BS_E68807072	TraesCS1B01G076300	NA
Triticum_aestivum	Traes_1DS_2BB06F54C.1	Traes_1DS_2BB06F54C	TraesCS1D01G059200	NA
Triticum_aestivum	Traes_2AL_2A39D7445.2	Traes_2AL_2A39D7445	TraesCS2A01G267600	NA
Triticum_aestivum	Traes_2AL_7E3EE8C87.2	Traes_2AL_7E3EE8C87	TraesCS2A01G505600	NA
Triticum_aestivum	Traes_2BL_569371098.2	Traes_2BL_569371098	TraesCS2B01G268100	NA
Triticum_aestivum	Traes_2BL_8BDCCE9F8.1	Traes_2BL_8BDCCE9F8	TraesCS2B01G534000	NA
Triticum_aestivum	Traes_2BL_EBA73F94F.1	Traes_2BL_EBA73F94F	TraesCS2B01G378100	NA
Triticum_aestivum	Traes_2BL_FE46FC938.1	Traes_2BL_FE46FC938	TraesCS2B01G542400	NA
Triticum_aestivum	Traes_2DL_3C1E0538E.2	Traes_2DL_3C1E0538E	TraesCS2D01G256600	NA
Triticum_aestivum	Traes_4AL_C863DCEDC.1	Traes_4AL_C863DCEDC	TraesCS4A01G395400	NA
Triticum_aestivum	Traes_4AS_231DDE5DB.2	Traes_4AS_231DDE5DB	TraesCS4A01G011600	NA
Triticum_aestivum	Traes_4AS_93BB8FB3E.1	Traes_4AS_93BB8FB3E	TraesCS4A01G060400	NA
Triticum_aestivum	Traes_4BL_D4491E3AB.1	Traes_4BL_D4491E3AB	TraesCS4B01G235900	NA
Triticum_aestivum	Traes_4DL_63ACC4A09.1	Traes_4DL_63ACC4A09	TraesCS4D01G237300	NA
Triticum_aestivum	Traes_4DL_6598DAF2E.1	Traes_4DL_6598DAF2E	TraesCS4D01G291300	NA
Triticum_aestivum	Traes_5AL_F8DEBE8E7.1	Traes_5AL_F8DEBE8E7	TraesCS5A01G141700	NA
Triticum_aestivum	Traes_5BL_B6C71B544.1	Traes_5BL_B6C71B544	TraesCS5B01G220400	NA
Triticum_aestivum	Traes_5BL_E491AA5F3.1	Traes_5BL_E491AA5F3	TraesCS5B01G410200	NA
Triticum_aestivum	Traes_5DL_2CF55DD05.1	Traes_5DL_2CF55DD05	TraesCS5D01G150500	NA
Triticum_aestivum	Traes_6AL_CE4E76E1A.1	Traes_6AL_CE4E76E1A	TraesCS6A01G306300	NA
Triticum_aestivum	Traes_6BL_340C2A897.1	Traes_6BL_340C2A897	TraesCS6B01G334700	NA
Triticum_aestivum	Traes_6DL_2BAA4B7AA.1	Traes_6DL_2BAA4B7AA	TraesCS6D01G285400	NA
Triticum_aestivum	Traes_7AS_A70A185F1.1	Traes_7AS_A70A185F1	TraesCS7A01G095100	NA
Triticum_aestivum	Traes_7DL_7B0ABD21E.2	Traes_7DL_7B0ABD21E	TraesCS7D01G512600	NA
Triticum_aestivum	Traes_7DL_AF3F7B5B2.1	Traes_7DL_AF3F7B5B2	TraesCS7D01G292500	NA
Triticum_aestivum	Traes_4BL_5D316DD23.1	Traes_4BL_5D316DD23	TraesCS4B01G292900	NA
Triticum_aestivum	Traes_1DL_633B39E24.1	Traes_1DL_633B39E24	TraesCS1D01G362500	NA
Triticum_aestivum	Traes_6AS_53FA034C9.1	Traes_6AS_53FA034C9	TraesCS6A01G125700	NA
Triticum_aestivum	Traes_6DL_6DC75B590.1	Traes_6DL_6DC75B590	TraesCS6D01G205300	NA
Triticum_aestivum	Traes_2DL_1074BF139.1	Traes_2DL_1074BF139	TraesCS2D01G506500	NA
Triticum_aestivum	Traes_5DL_B25AF1570.1	Traes_5DL_B25AF1570	TraesCS5D01G415500	NA
Triticum_aestivum	Traes_5AL_63F3CF30A.2	Traes_5AL_63F3CF30A	TraesCS5A01G405400	NA
Triticum_aestivum	Traes_2AL_5BA7E2623.1	Traes_2AL_5BA7E2623	TraesCS2A01G514200	NA
Triticum_aestivum	Traes_5BL_5117B3E2A.2	Traes_5BL_5117B3E2A	TraesCS5B01G486900	NA
Triticum_aestivum	Traes_5DL_E88449625.2	Traes_5DL_E88449625	TraesCS5D01G486600	NA
Triticum_aestivum	Traes_5AL_06DC5CDA7.1	Traes_5AL_06DC5CDA7	TraesCS5A01G473800	NA
Triticum_aestivum	Traes_2DL_490C926F8.1	Traes_2DL_490C926F8	TraesCS2D01G357600	NA
Triticum_aestivum	Traes_7AL_2433E45D7.1	Traes_7AL_2433E45D7	TraesCS7A01G744600LC	NA
Triticum_aestivum	Traes_3AL_0BDB63436.1	Traes_3AL_0BDB63436	TraesCS3A01G395500	NA
Triticum_aestivum	Traes_1AL_08BAD7CD3.1	Traes_1AL_08BAD7CD3	TraesCS1A01G187900	NA
Triticum_aestivum	Traes_1AL_258E7F2A3.1	Traes_1AL_258E7F2A3	TraesCS1A01G370600	NA
Triticum_aestivum	Traes_1AL_7BE5906B2.1	Traes_1AL_7BE5906B2	TraesCS1A01G218100	NA
Triticum_aestivum	Traes_1AL_88D49649D.1	Traes_1AL_88D49649D	TraesCS1A01G220000	NA
Triticum_aestivum	Traes_1AL_A9FB6BF52.1	Traes_1AL_A9FB6BF52	TraesCS1A01G221900	NA
Triticum_aestivum	Traes_1AL_C3AE6B128.1	Traes_1AL_C3AE6B128	TraesCS1A01G244800	NA
Triticum_aestivum	Traes_1BL_09D8BE2C9.1	Traes_1BL_09D8BE2C9	TraesCS1B01G195700	NA
Triticum_aestivum	Traes_1BL_8E4911A3C.1	Traes_1BL_8E4911A3C	TraesCS1B01G158400	NA
Triticum_aestivum	Traes_1BL_BDF0801D01.2	Traes_1BL_BDF0801D01	TraesCS1B01G235100	NA
Triticum_aestivum	Traes_1BL_E0397871B.1	Traes_1BL_E0397871B	TraesCS1B01G307000	NA
Triticum_aestivum	Traes_1BL_E39CD252E.1	Traes_1BL_E39CD252E	TraesCS1B01G233300	NA
Triticum_aestivum	Traes_1DL_CD3D9CDE7.1	Traes_1DL_CD3D9CDE7	TraesCS1D01G407300LC	NA
Triticum_aestivum	Traes_2AL_0B28B6DBE.1	Traes_2AL_0B28B6DBE	TraesCS2A01G393500	NA
Triticum_aestivum	Traes_2AL_0F08552FB.1	Traes_2AL_0F08552FB	TraesCS2A01G415200	NA
Triticum_aestivum	Traes_2AL_158F8EE88.2	Traes_2AL_158F8EE88	TraesCS2A01G417300	NA
Triticum_aestivum	Traes_2AL_3FB37A3E7.1	Traes_2AL_3FB37A3E7	TraesCS2A01G659800LC	NA
Triticum_aestivum	Traes_2AL_43491B9E0.1	Traes_2AL_43491B9E0	TraesCS2A01G415100	NA
Triticum_aestivum	Traes_2AL_45E6314EF.1	Traes_2AL_45E6314EF	TraesCS2A01G415300	NA
Triticum_aestivum	Traes_2AL_61DB73424.1	Traes_2AL_61DB73424	TraesCS2A01G503100	NA
Triticum_aestivum	Traes_2AL_6B6086A7C.2	Traes_2AL_6B6086A7C	TraesCS2A01G288000	NA
Triticum_aestivum	Traes_2AL_9E90C2488.1	Traes_2AL_9E90C2488	TraesCS2A01G463400	NA
Triticum_aestivum	Traes_2AL_E5A9615E2.3	Traes_2AL_E5A9615E2	TraesCS2A01G417100	NA
Triticum_aestivum	Traes_2AL_F24D031AA.1	Traes_2AL_F24D031AA	TraesCS2A01G288700	NA
Triticum_aestivum	Traes_2AL_FC6DD1383.1	Traes_2AL_FC6DD1383	TraesCS2A01G575500LC	NA
Triticum_aestivum	Traes_2AS_72E9B68D2.2	Traes_2AS_72E9B68D2	TraesCS2A01G109800	NA
Triticum_aestivum	Traes_2BL_0B09B840B.1	Traes_2BL_0B09B840B	TraesCS2B01G411500	NA
Triticum_aestivum	Traes_2BL_1E57B73B21.5	Traes_2BL_1E57B73B21	TraesCS2B01G542300	NA
